NAMES	SKF1	SKF2	SKF3	Col 4h 1	Col 4h 2	Col 4h 3	Col 6h 1	Col 6h 2	Col 6h 3	Col 8h 1	Col 8h 2	Col 8h 3
HMGCS2	0.152851564	-0.52347686	0.152851564	-0.228950561	-0.228950561	0.063828401	-1.068343532	-0.417120321	-1.068343532	0.727397211	-0.717767528	-0.717767528
HNF4A	-0.508613108	-1.06786609	-0.508613108	0.061176006	0.061176006	-0.56206454	-0.222554449	-0.240760451	-0.222554449	-0.28494162	0.688100601	0.688100601
HNF4G	-0.342959656	0.534092965	-0.342959656	0.285599024	0.285599024	-0.150077405	0.472814838	-0.121020071	0.472814838	-0.499013022	0.101131324	0.101131324
HSD17B4	1.455533993	0.556501441	1.455533993	0.552454304	0.552454304	0.805065532	1.109974796	0.553074577	1.109974796	1.363033557	0.209296416	0.209296416
IDI1	0.164081121	-0.180290009	0.164081121	-0.756780076	-0.756780076	0.598203119	-0.840686207	0.266202388	-0.840686207	-0.446754907	-1.407632849	-1.407632849
IDI2	-0.186688989	-0.099302169	-0.186688989	0.120689749	0.120689749	0.461779717	-0.201290032	0.224604838	-0.201290032	0.129920318	0.222842843	0.222842843
IL12A	-0.504130149	-1.065132551	-0.504130149	0.162332921	0.162332921	0.588439398	-0.581113307	-0.169563252	-0.581113307	-0.898217395	-0.366649287	-0.366649287
IL12B	-0.477676392	-0.509884984	-0.477676392	-0.227589252	-0.227589252	-0.634219416	-0.739941696	-0.103748366	-0.739941696	-0.207136308	1.315174443	1.315174443
IL18	0.44148704	0.469047242	0.44148704	0.203764347	0.203764347	0.581244122	0.533814543	0.379118986	0.533814543	0.234828195	0.519338609	0.519338609
IL1B	0.366713152	2.62995885	0.366713152	1.509611066	1.509611066	1.412435189	1.532389628	0.090700211	1.532389628	0.657913396	0.111718514	0.111718514
IL6	0.185525938	-0.574246898	0.185525938	0.206666366	0.206666366	0.601896326	0.919123633	-0.196298621	0.919123633	-0.029691401	0.461637601	0.461637601
INSIG1	0.996472462	0.46628577	0.996472462	-0.126865656	-0.126865656	-0.144104793	-1.902299605	0.074221814	-1.902299605	-0.768247456	-2.106155385	-2.106155385
INSIG2	1.197189926	0.117542443	1.197189926	-0.112288539	-0.112288539	0.016400917	0.12016564	0.362544946	0.12016564	0.216771948	-0.62910439	-0.62910439
INSR	0.109315011	-0.268975112	0.109315011	0.111155672	0.111155672	0.012673857	-0.239160602	0.591590667	-0.239160602	0.748466037	0.167980857	0.167980857
ITGAX	1.271775866	1.138583503	1.271775866	1.274599638	1.274599638	0.606195568	1.085867579	1.14772549	1.085867579	0.165968494	0.224655387	0.224655387
ITGB1	-0.210065909	-0.341986871	-0.210065909	-0.141846611	-0.141846611	0.104204272	0.101684077	-0.101510998	0.101684077	0.019013641	-0.637626372	-0.637626372
JUP	1.042617019	0.621906665	1.042617019	1.536963418	1.536963418	0.660943741	1.191462719	0.580896467	1.191462719	0.820144954	0.649575497	0.649575497
LBR	0.013195815	-0.371436574	0.013195815	0.58415327	0.58415327	-0.465073184	0.303990933	0.169230222	0.303990933	-0.027874011	0.942489174	0.942489174
LCAT	0.638054952	0.063331783	0.638054952	0.438401282	0.438401282	-0.177902855	0.663157931	0.803684417	0.663157931	0.269359854	-0.030472994	-0.030472994
LDLR	0.875128824	-0.473615888	0.875128824	-0.074285026	-0.074285026	-0.365810005	0.080955016	1.076968161	0.080955016	0.200764039	-0.183726572	-0.183726572
LDLr	0.238535521	0.163809851	0.238535521	-0.235386487	-0.235386487	-0.581476009	-0.638614595	-0.043834242	-0.638614595	-0.055974094	-0.382607111	-0.382607111
LEPTIN	-0.08935253	-0.563043748	-0.08935253	0.153758673	0.153758673	-0.282633258	0.037734039	0.023650346	0.037734039	-1.137005544	-0.704746227	-0.704746227
LIPC	0.132002305	-0.081732589	0.132002305	-0.513293946	-0.513293946	-0.341053717	-0.162325106	-0.136415945	-0.162325106	-0.086514869	0.504501002	0.504501002
LIPE	-0.035362007	-0.574224519	-0.035362007	-0.31519324	-0.31519324	0.3117261	-0.556511203	0.072107535	-0.556511203	-0.267002754	-0.319226615	-0.319226615
LIPIN 1	0.358815827	-0.004148176	0.358815827	-0.536361373	-0.536361373	0.725710233	0.255822734	0.656687256	0.255822734	0.344436598	-0.056468733	-0.056468733
LIPIN 2	-0.011039535	0.390300655	-0.011039535	0.588824028	0.588824028	0.076484084	-0.436546251	0.755891418	-0.436546251	0.984476057	-0.160889686	-0.160889686
LMNA	0.303960885	0.084300461	0.303960885	1.347762057	1.347762057	0.536915836	0.585937514	0.383571719	0.585937514	1.131680072	0.48353046	0.48353046
LMNB1	0.048723793	0.106639115	0.048723793	-0.32837756	-0.32837756	-0.457125023	-0.275088109	-0.491114405	-0.275088109	0.116722233	0.113969222	0.113969222
LMNB2	0.393290472	0.017140962	0.393290472	0.02870949	0.02870949	-0.065612545	0.304790561	0.602725958	0.304790561	0.51926218	0.046527029	0.046527029
LPL	0.048947115	-1.61673611	0.048947115	-1.02714518	-1.02714518	-0.967256181	-1.042857286	-0.241831689	-1.042857286	0.263009428	-0.978875954	-0.978875954
LRPAP1	-0.034301799	0.459738134	-0.034301799	-0.886690748	-0.886690748	0.126387833	0.573060903	0.498746949	0.573060903	0.247082774	0.125147434	0.125147434
LSS	0.58909209	0.36441855	0.58909209	1.370497753	1.370497753	0.654860219	0.15437161	0.380791043	0.15437161	0.275226343	0.31595789	0.31595789
MAP3K4	-0.502970107	-0.624094771	-0.502970107	-0.053934425	-0.053934425	-0.175156659	-0.25349	-0.211338109	-0.25349	-0.096937254	-0.806455789	-0.806455789
MAPK11	0.181924598	-0.046415485	0.181924598	-0.453058655	-0.453058655	-0.067060818	0.02532751	-0.150911039	0.02532751	-0.723593815	1.031995604	1.031995604
MAPK14	-0.492087284	-0.416490237	-0.492087284	0.2847227	0.2847227	-0.261910274	0.090917044	-0.257315032	0.090917044	0.502848561	0.213999945	0.213999945
MAPK8	0.388927664	0.069830329	0.388927664	-0.480094951	-0.480094951	0.219480523	0.241573754	0.6604425	0.241573754	0.444396534	-0.015926725	-0.015926725
MBTPS2	-1.33007899	-0.535916832	-1.33007899	0.480468164	0.480468164	-0.381086806	-0.382294628	-0.516010523	-0.382294628	-0.462618546	0.135707788	0.135707788
MEMBTPS1	0.641893673	-0.310316834	0.641893673	0.083697957	0.083697957	0.202980839	-0.041789721	-0.044283523	-0.041789721	0.577348851	-0.185681573	-0.185681573
MSR1	0.025765798	0.103355929	0.025765798	-0.338588408	-0.338588408	-0.565845464	-0.950892723	-1.114626541	-0.950892723	0.174507994	0.051974172	0.051974172
MTP	-0.107236911	-0.290939715	-0.107236911	-0.030098974	-0.030098974	-0.449317725	-0.074170091	-0.519325854	-0.074170091	-0.6090217	-0.109161091	-0.109161091
MVD	0.490173565	0.834148186	0.490173565	0.767584075	0.767584075	0.342224179	-0.19979895	-0.587500306	-0.19979895	-0.802833998	-0.425419705	-0.425419705
MVK	0.254361081	0.058066393	0.254361081	-0.545313821	-0.545313821	0.160807071	-0.231900934	0.437330995	-0.231900934	-0.458254002	-0.575776971	-0.575776971
NCF1	-0.003283676	1.445356403	-0.003283676	1.668631769	1.668631769	1.184936746	1.041574949	-0.570411045	1.041574949	-0.119350206	2.013591139	2.013591139
NPC1L1	-0.062413292	-0.224866576	-0.062413292	0.233924438	0.233924438	0.028875739	0.368473226	-0.082028572	0.368473226	-0.128869193	0.384902142	0.384902142
NPC2	0.496611398	0.790977881	0.496611398	1.593807123	1.593807123	0.722098156	1.155346234	0.447927933	1.155346234	0.219225793	1.241464282	1.241464282
NPY	0.355956368	-0.049675166	0.355956368	0.426567251	0.426567251	-0.303780685	0.505140767	0.369375525	0.505140767	1.052876623	0.969920475	0.969920475
NR0B2	-0.362624992	0.279898357	-0.362624992	-0.22062111	-0.22062111	-0.2509432	-0.166584785	-0.89566249	-0.166584785	-1.130094567	-0.25632153	-0.25632153
NR1H2	0.761993859	0.202306037	0.761993859	0.885055205	0.885055205	0.465049796	0.252953042	1.067356932	0.252953042	0.655785166	0.467044165	0.467044165
NR1H3	0.409333685	0.573567622	0.409333685	0.368799892	0.368799892	0.089356192	0.310463109	-0.482281246	0.310463109	-0.925323767	-0.091163866	-0.091163866
NR1H4	-0.18275525	0.024557219	-0.18275525	0.178761996	0.178761996	-0.376722447	-0.318349142	-0.083230261	-0.318349142	-0.206112329	-0.309339063	-0.309339063
NR1I2	-0.620497428	0.069725849	-0.620497428	-0.365365329	-0.365365329	-0.453066891	-0.41537553	-0.142395457	-0.41537553	-0.278131234	0.4197281	0.4197281
NR1I3	-0.436263973	-0.475624431	-0.436263973	-0.063324861	-0.063324861	-0.516767476	-0.129569014	-0.692051086	-0.129569014	-0.762799303	0.046972134	0.046972134
NR4A3	0.206055922	0.171763153	0.206055922	-0.612720784	-0.612720784	-0.501249829	-0.601596381	-0.316894532	-0.601596381	-0.357153465	0.188145458	0.188145458
NR5A1	-2.64E-04	-0.420775183	-2.64E-04	-0.268937258	-0.268937258	-0.133993727	-0.351482549	-0.123807227	-0.351482549	0.040968874	0.10926429	0.10926429
NR5A2	-0.302572813	-1.16122032	-0.302572813	0.106922122	0.106922122	-0.784357619	-0.567836334	0.726336257	-0.567836334	-0.113353536	0.807908497	0.807908497
OSBP	-0.359629175	0.031365339	-0.359629175	-0.169104688	-0.169104688	0.477322537	-0.319220624	-0.931420106	-0.319220624	0.116047991	-0.510853958	-0.510853958
OSBP2	0.458536431	-0.244152681	0.458536431	0.34110818	0.34110818	0.046229598	-0.014372282	0.310738903	-0.014372282	-0.292981888	0.309621786	0.309621786
OSBPL10	0.108357218	0.413090997	0.108357218	-0.688062158	-0.688062158	0.301680718	-0.092699125	0.020878006	-0.092699125	0.044376403	-0.230357033	-0.230357033
OSBPL1A	0.11473994	-0.170574244	0.11473994	-0.523428992	-0.523428992	-0.170060695	0.03889478	-0.039507249	0.03889478	-0.033934511	0.510539469	0.510539469
OSBPL3	0.593763417	0.435922266	0.593763417	-0.502352968	-0.502352968	-1.261882883	-0.20650303	-0.269899304	-0.20650303	-0.300397899	-0.287234931	-0.287234931
OSBPL5	0.438423201	1.025518962	0.438423201	0.797949628	0.797949628	0.349003752	0.804606348	0.145314685	0.804606348	0.301070472	0.591310137	0.591310137
PAFAH	-0.175272534	0.627501785	-0.175272534	0.280691633	0.280691633	-0.243350129	0.069844798	-0.139356266	0.069844798	0.098111387	0.534513891	0.534513891
PCK1	-0.086601816	-0.336860346	-0.086601816	0.602946733	0.602946733	-0.290472533	0.006802369	-0.271956984	0.006802369	0.114723221	-0.127293346	-0.127293346
PCNA	0.310071019	-1.079985054	0.310071019	-0.490977181	-0.490977181	-0.369029208	-0.231415855	0.957066481	-0.231415855	0.793789099	-0.702641421	-0.702641421
PCSK9	0.282694183	-0.47622273	0.282694183	-0.453684022	-0.453684022	-0.554014728	-0.423589083	-0.495842863	-0.423589083	-0.761066229	0.136208987	0.136208987
PCTP	0.517320905	0.069835657	0.517320905	0.811035392	0.811035392	0.226913374	0.491409643	0.004068266	0.491409643	0.002428494	0.798769011	0.798769011
PKMYT1	-0.100158676	-0.085607172	-0.100158676	0.700820781	0.700820781	-0.614175803	0.069026462	-0.080022527	0.069026462	-0.173678073	0.041033433	0.041033433
PLIN	-0.585854695	0.338762283	-0.585854695	-0.061868232	-0.061868232	0.1985842	-0.399754466	0.143653191	-0.399754466	0.011056669	1.07339893	1.07339893
PLK	-0.066699629	-1.208142204	-0.066699629	0.530992045	0.530992045	-0.760104902	-0.103243411	0.438058187	-0.103243411	0.519128441	-0.258003296	-0.258003296
PLTP	-0.24974179	-0.036127349	-0.24974179	0.736256042	0.736256042	-0.073367948	0.297807065	0.175671721	0.297807065	0.008608737	0.236349608	0.236349608
PMVK	0.176420993	-0.204772012	0.176420993	0.115991988	0.115991988	-0.588376188	0.005680971	-0.503083659	0.005680971	-0.603771719	0.016640949	0.016640949
PON1	-0.511628894	0.546933006	-0.511628894	-0.517669675	-0.517669675	0.59678873	0.468616643	0.195057621	0.468616643	0.045073363	0.864372195	0.864372195
PPARA	0.057890611	0.428783433	0.057890611	0.050464575	0.050464575	0.699583079	0.187004992	0.336908573	0.187004992	0.298244178	-0.013847168	-0.013847168
PPARBP	-0.279132215	0.054015057	-0.279132215	0.13167206	0.13167206	-0.167863001	0.385340424	0.100771987	0.385340424	0.175192443	0.085672047	0.085672047
PPARD	0.682269242	0.546426469	0.682269242	0.664007957	0.664007957	0.778837301	0.509498154	0.795320566	0.509498154	0.565489436	0.225570755	0.225570755
PPARG	-0.59877608	0.157502525	-0.59877608	0.749685742	0.749685742	0.579249633	-0.367963711	-0.190217672	-0.367963711	0.22566256	0.112273751	0.112273751
PPARGC1	-0.035433143	-0.166162044	-0.035433143	0.452994905	0.452994905	-0.249332076	-0.132708459	0.076094669	-0.132708459	0.75879333	-0.354556072	-0.354556072
PRKAA1	0.036972947	0.877051077	0.036972947	0.509841509	0.509841509	0.053634277	-0.15118901	0.131753809	-0.15118901	0.26571595	-0.100368477	-0.100368477
PRKAA2	-0.119445074	0.496737643	-0.119445074	-0.327157404	-0.327157404	0.675571837	0.002413843	-0.439438078	0.002413843	0.851569508	0.821779942	0.821779942
PRKAB1	-0.054044491	-0.015121217	-0.054044491	0.409844654	0.409844654	0.346833962	-0.226508996	0.296762516	-0.226508996	0.385705676	0.54711097	0.54711097
PRKAB2	-0.195487129	-0.400158425	-0.195487129	-0.635914109	-0.635914109	-0.138673206	-0.385749429	-0.412548585	-0.385749429	-0.135972426	-0.24558595	-0.24558595
PRKAG1	-0.765868571	-0.039910666	-0.765868571	-0.672835362	-0.672835362	1.07433666	0.191142633	-0.028567292	0.191142633	0.219490835	0.351942704	0.351942704
PRKAG2	0.385694474	-0.058794322	0.385694474	0.17534905	0.17534905	0.734860662	0.223912397	1.112682663	0.223912397	0.758190557	-0.374083024	-0.374083024
PRKAG3	0.074488505	-0.069996963	0.074488505	-0.513615509	-0.513615509	-0.312756461	-0.534178052	0.094506313	-0.534178052	0.031898318	-0.337977118	-0.337977118
PRKCA	-0.321267731	-0.059312155	-0.321267731	0.295059262	0.295059262	-0.248453597	-0.264863279	-0.571265013	-0.264863279	0.258607537	-0.394479944	-0.394479944
PRKCE	-0.419590947	-0.06127563	-0.419590947	-0.188466502	-0.188466502	-0.260418091	-0.076946096	-0.761229176	-0.076946096	0.333811673	1.48821661	1.48821661
PRKCQ	-0.060905228	-0.673865187	-0.060905228	-0.41676124	-0.41676124	0.569860729	-0.156212981	-0.731938515	-0.156212981	-0.173368388	0.828670917	0.828670917
PRKCZ	-0.056560316	-0.241363774	-0.056560316	-0.335719908	-0.335719908	0.217392419	-0.284603344	-0.340864541	-0.284603344	-0.180627759	0.557557288	0.557557288
PTEN	-0.133557813	-1.010422646	-0.133557813	0.008818187	0.008818187	0.10932414	0.762657912	0.552322159	0.762657912	0.058396685	-0.406436653	-0.406436653
RARA	0.452605235	0.187323088	0.452605235	1.927871576	1.927871576	0.61455218	1.351086625	0.144344238	1.351086625	0.52754718	0.829881601	0.829881601
RARB	-0.108997346	0.008572463	-0.108997346	0.133879653	0.133879653	0.55200905	-0.094936201	-0.28203017	-0.094936201	-0.192535302	0.969405586	0.969405586
RARG	0.114145082	0.433846086	0.114145082	0.040224984	0.040224984	0.48192927	-0.075604364	-0.250330683	-0.075604364	-0.541111646	0.190484865	0.190484865
RB1	0.148685369	-0.864932195	0.148685369	0.05927009	0.05927009	-0.770606584	-0.84041248	0.34712034	-0.84041248	-0.273385475	0.345737024	0.345737024
REELIN	0.034495599	0.729694528	0.034495599	-2.429612819	-2.429612819	-0.495587159	-0.086737069	-0.009524873	-0.086737069	0.072792755	-0.200001694	-0.200001694
RESISTIN	0.796294937	0.081003517	0.796294937	1.013037466	1.013037466	-0.061127705	0.777393509	0.228104103	0.777393509	0.253742863	0.595468432	0.595468432
RORA	-0.051142104	0.295164072	-0.051142104	0.491792823	0.491792823	0.235014523	0.796098945	0.17523349	0.796098945	0.191577511	-0.002440504	-0.002440504
RPLP0	0.097851573	1.056840571	0.097851573	-0.532056127	-0.532056127	-0.078920387	-0.912111232	-0.047996877	-0.912111232	-0.211284432	0.067917976	0.067917976
RXRA	0.990604206	0.081522512	0.990604206	0.405500418	0.405500418	-0.928159763	0.115095313	0.711537431	0.115095313	1.630182567	-0.432437177	-0.432437177
RXRB	-0.015254437	0.191931984	-0.015254437	0.197403413	0.197403413	-0.226125918	0.628769704	0.153043228	0.628769704	0.326346124	0.308476936	0.308476936
SARA2	-0.248727155	-0.760570388	-0.248727155	0.273918965	0.273918965	0.104776268	0.437671105	0.288196146	0.437671105	0.104497912	-0.146900997	-0.146900997
SC5DL	0.938975178	0.555866862	0.938975178	-0.400867511	-0.400867511	0.703019089	-1.216752314	0.188311721	-1.216752314	-0.176082099	-1.389006363	-1.389006363
SCAP	0.322371169	-0.364310254	0.322371169	0.588895324	0.588895324	-0.590625933	-0.258215838	0.220576842	-0.258215838	0.321403638	-0.102891535	-0.102891535
SCARB1	0.266527574	-1.14642562	0.266527574	0.861629551	0.861629551	-0.623995286	-0.168401425	0.050527188	-0.168401425	0.716999583	-0.237586874	-0.237586874
SCARB2	0.906434158	0.619899726	0.906434158	-0.061137193	-0.061137193	0.166269176	0.919398612	0.454633133	0.919398612	0.381937892	0.192053763	0.192053763
SCD	0.831404033	-0.687965333	0.831404033	0.419008169	0.419008169	-0.240453237	-1.141596537	0.532836084	-1.141596537	-0.079835498	-1.753298224	-1.753298224
SCD4	0.216428172	0.083523352	0.216428172	0.058940696	0.058940696	-0.389984812	0.105306871	-0.520745751	0.105306871	-0.010187963	0.484240039	0.484240039
SCP2	0.322181143	-0.359444745	0.322181143	0.02293125	0.02293125	0.213016613	0.006015097	0.534949006	0.006015097	0.40099824	-0.127813629	-0.127813629
SEC14L2	0.125855003	-0.452457846	0.125855003	-0.73422061	-0.73422061	0.001338227	-0.355104656	-0.825256732	-0.355104656	-0.764439034	-0.216517139	-0.216517139
SKP1A	0.195466911	-0.941800746	0.195466911	-0.454763984	-0.454763984	-0.190741769	-0.077926354	0.670975489	-0.077926354	0.410251869	-0.218737349	-0.218737349
SKP2	-0.145525154	-1.674237013	-0.145525154	-0.699355264	-0.699355264	-0.757747603	-0.691160547	0.252595358	-0.691160547	0.537693971	-1.095973284	-1.095973284
SLC10A2	-0.221797352	-0.55215212	-0.221797352	-0.074393191	-0.074393191	-0.291248733	-0.331707091	-0.418570696	-0.331707091	0.036149308	-0.08250826	-0.08250826
SLC22A5	-0.189523637	-0.004877184	-0.189523637	-0.247910324	-0.247910324	0.056303244	-0.432804148	0.001021998	-0.432804148	-0.115370001	0.448887667	0.448887667
SLC25A20	0.194072821	0.016347341	0.194072821	-0.076907016	-0.076907016	0.519638253	0.432213528	0.373679604	0.432213528	0.521889447	0.081487075	0.081487075
SLC27A2	-0.510673317	-1.142742458	-0.510673317	-1.013726412	-1.013726412	-0.131223141	-0.159312853	-0.640678269	-0.159312853	-1.020317858	-0.266492252	-0.266492252
SLC27A3	0.428413388	0.468953329	0.428413388	0.336262527	0.336262527	0.215337065	0.232340964	0.586744517	0.232340964	0.742371065	0.247713367	0.247713367
SLC27A4	1.128358625	-0.161908698	1.128358625	0.296300661	0.296300661	-0.291099642	0.1023739	0.796686457	0.1023739	0.169768053	-0.196396845	-0.196396845
SLC27A5	0.048444078	-0.730985432	0.048444078	-0.09728908	-0.09728908	-0.253666346	0.481240653	-0.685398883	0.481240653	0.032168772	0.221927938	0.221927938
SLC2A1	0.978502055	-0.045718113	0.978502055	-1.050890305	-1.050890305	0.479257856	-1.853345198	0.026301817	-1.853345198	-0.702062258	-2.018690608	-2.018690608
SLC2A2	0.451851603	0.592030466	0.451851603	0.940811393	0.940811393	0.715997674	0.713869621	0.235875099	0.713869621	0.726775088	0.918679875	0.918679875
SMPD1	0.102795052	0.207495166	0.102795052	-0.398024365	-0.398024365	-0.10269017	-0.208790364	0.144521037	-0.208790364	-0.59691068	-0.035404552	-0.035404552
SOAT1	-0.036917261	-0.38445217	-0.036917261	-0.593462288	-0.593462288	0.333656557	-0.325995731	-0.297722611	-0.325995731	0.122177794	-0.486977679	-0.486977679
SOAT2	-0.343444541	0.383565613	-0.343444541	0.428700057	0.428700057	0.765479768	-0.263753282	-0.233457165	-0.263753282	0.039963426	0.940078336	0.940078336
SPTLC1	-0.219932369	-0.416943861	-0.219932369	-0.500165455	-0.500165455	0.244676753	0.226104787	-0.131986085	0.226104787	0.243879908	0.777440761	0.777440761
SQLE	1.225917684	0.765444442	1.225917684	-0.124806661	-0.124806661	0.818638181	-0.594666905	0.378834074	-0.594666905	-0.661816932	-0.757196657	-0.757196657
SR-1	0.810151552	0.487177383	0.810151552	1.022338963	1.022338963	0.184437098	0.384914402	0.110199174	0.384914402	0.456430809	-0.228961537	-0.228961537
SREBF1	0.711959492	-0.473378268	0.711959492	0.544606674	0.544606674	-0.150117736	0.443907605	0.263087814	0.443907605	0.240917285	-0.136964385	-0.136964385
SREBF2	0.361724742	0.565405014	0.361724742	0.801902166	0.801902166	0.44170819	0.04472051	1.111127518	0.04472051	0.033230415	-0.431646577	-0.431646577
STAR	0.137503331	-1.186125045	0.137503331	-0.243778372	-0.243778372	-0.655221459	-0.541649894	0.32374069	-0.541649894	0.302385417	-0.902997988	-0.902997988
STARD3	0.498027999	0.236837794	0.498027999	0.632165393	0.632165393	-0.410126816	0.426599387	0.830861314	0.426599387	0.645971335	0.542848656	0.542848656
STARD4	0.464600822	-0.039569251	0.464600822	-0.379973878	-0.379973878	0.48002118	-0.514078327	0.026225717	-0.514078327	0.134817732	0.051336695	0.051336695
TAP1	-0.05777465	0.048553677	-0.05777465	-0.138395955	-0.138395955	-0.054081274	-0.112051692	-0.542133664	-0.112051692	0.023460618	-0.133231771	-0.133231771
TAP2	-0.094431074	-0.435371727	-0.094431074	0.349389786	0.349389786	-0.336946185	0.274543109	0.653201847	0.274543109	-0.161297279	0.528228512	0.528228512
TCF1	-0.276937335	0.416417331	-0.276937335	0.503224297	0.503224297	-0.216789914	-0.128705137	0.163035738	-0.128705137	0.228545478	0.007736183	0.007736183
TGFB1	-0.366993567	0.232235368	-0.366993567	0.096970781	0.096970781	0.150090067	0.426053491	0.139102039	0.426053491	-0.15663797	0.358302682	0.358302682
TGFB2	-0.449759372	-0.176615266	-0.449759372	0.11174457	0.11174457	-0.532044312	-0.598690257	-0.900389143	-0.598690257	0.363006914	0.099796358	0.099796358
TGFB3	-0.301894601	0.023189957	-0.301894601	-0.695611872	-0.695611872	-0.254995381	-0.141941795	-0.958158182	-0.141941795	-1.290851759	-0.02462738	-0.02462738
TNF	-0.347166098	0.350094023	-0.347166098	-0.105550504	-0.105550504	0.278790116	0.412930983	-0.82662937	0.412930983	-0.716753497	0.071329843	0.071329843
TP53	0.185466683	0.223338394	0.185466683	0.175728069	0.175728069	0.112779821	0.667195874	-0.085641247	0.667195874	0.391321745	0.176978425	0.176978425
TRIT1	0.138439488	-0.79526462	0.138439488	-0.544404843	-0.544404843	-0.308224244	-0.304112462	0.516104214	-0.304112462	0.515642414	-0.661661776	-0.661661776
TXNIP	-0.288250705	0.556919706	-0.288250705	-0.007014587	-0.007014587	0.29707311	-0.563739227	-0.065505078	-0.563739227	0.331814049	-0.045285292	-0.045285292
UCP2	0.324823272	0.409836789	0.324823272	0.048880179	0.048880179	0.001809448	0.36844493	0.535236659	0.36844493	-0.016558003	0.162056197	0.162056197
UCP3	-0.386713333	-0.175672244	-0.386713333	0.13945395	0.13945395	0.522078473	-0.020687555	-0.833028421	-0.020687555	-0.190047023	0.429695882	0.429695882
USF1	1.110469151	-0.070505092	1.110469151	-0.146461563	-0.146461563	-0.048035619	0.386923455	0.916548606	0.386923455	0.170445406	0.329099701	0.329099701
USF2	0.250425803	0.385607018	0.250425803	0.578487002	0.578487002	0.278661644	0.814923661	0.154221077	0.814923661	0.368174915	0.643297951	0.643297951
VDR	-0.280100475	0.132198076	-0.280100475	2.000763611	2.000763611	-0.123881946	0.008429727	0.194222831	0.008429727	0.111574284	0.430006161	0.430006161
V-FOS	-0.51218807	-0.71601408	-0.51218807	-0.595754727	-0.595754727	0.023023783	-0.0038005	-0.236101749	-0.0038005	-0.893980875	-0.617381577	-0.617381577
V-JUN	1.196307251	2.186350523	1.196307251	1.162312372	1.162312372	1.452396923	1.208081671	0.698974566	1.208081671	1.544024207	0.646538707	0.646538707
VLCAD	0.592630857	-0.583723797	0.592630857	0.19296251	0.19296251	0.045219783	-0.041705067	0.931328792	-0.041705067	0.434453728	-0.081741272	-0.081741272
VLDLR	-0.262869039	-0.298635495	-0.262869039	-1.054552579	-1.054552579	0.041459633	-0.215022488	-0.004046368	-0.215022488	-0.217059043	-0.375597109	-0.375597109
WEE1	0.568458455	-0.099353854	0.568458455	0.491688267	0.491688267	0.274551177	0.154242789	0.439595764	0.154242789	0.013638303	-0.193380728	-0.193380728
ZNF9	0.196401771	-0.57265156	0.196401771	-0.369692728	-0.369692728	0.248561053	0.092843067	1.24947705	0.092843067	1.329458475	-0.133791773	-0.133791773
